jobid,modelid,modulename,moduleversion,date,runkey,scenarioname,type,maturity,maturityidentifier,rate
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,16.0,16Y,0.0073367795867
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,28.0,28Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,2.0,2Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,15.0,15Y,0.007100547319
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,27.0,27Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,1.0,1Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,14.0,14Y,0.0069821098225
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,26.0,26Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Full,spot,100.0,100Y,0.0302434908101
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,13.0,13Y,0.0069668925454
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,25.0,25Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Full,spot,99.0,99Y,0.0302434908101
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,12.0,12Y,0.0069931642135
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,24.0,24Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Full,spot,98.0,98Y,0.0302434908101
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,11.0,11Y,0.0070773119243
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,23.0,23Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Full,spot,97.0,97Y,0.0302434908101
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,10.0,10Y,0.0071591314691
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,22.0,22Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Full,spot,96.0,96Y,0.0302434908101
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,9.0,9Y,0.0071596093654
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,21.0,21Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Full,spot,95.0,95Y,0.0302434908101
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,8.0,8Y,0.0071069114633
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,20.0,20Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Full,spot,94.0,94Y,0.0302434908101
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,7.0,7Y,0.0069171090002
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,19.0,19Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Full,spot,93.0,93Y,0.0302434908101
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,6.0,6Y,0.0065758640798
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,18.0,18Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Full,spot,92.0,92Y,0.0302434908101
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,5.0,5Y,0.0060459295382
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,17.0,17Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Full,spot,91.0,91Y,0.0302434908101
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,4.0,4Y,0.0051210006454
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,16.0,16Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Full,spot,90.0,90Y,0.0302434908101
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,3.0,3Y,0.0035621841391
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,1.0,1Y,-0.0011118118548
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,15.0,15Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Full,spot,89.0,89Y,0.0302434908101
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,2.0,2Y,0.00153843942
