tarcd,indicator,acq_exp_freq,acq_exp_alloc,ren_exp_pp_freq,ren_exp_pup_freq,ren_exp_alloc,comm_pp_freq,comm_pup_freq,comm_alloc,riskprem_freq,riskprem_alloc,mngmt_freq,mngmt_alloc,aankoop_kst,verkoop_kst,mngmt_cmpny_pc,mngmt_cmpny_pc_2,defer_period,init_comp_mort,ren_comp_mort,ind_survprof_surr,ind_savprem_surr,ind_autoswitch,switch_term_start,guarantee_pc,exp_init_ex_moira,perc_fund,man_fee_am_iss_dat,mat_charge_fixed,pup_si_mult,dth_ded_mth_fnd,dth_ded_elapsed_mth,dth_ded_perc_term,dth_ded_perc_fixed,dth_ded_perc_max,costs_perc_sav_prem,mcev_spaar_trad_ind
LLP_C,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.005,0.0,0.0054,0.0054,"",0.0,0.0,"","","","",0.036,"","","","","","","","","","","",""
LLP_K,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.005,0.0,0.0054,0.0054,"",0.0,0.0,"","","","",0.036,"","","","","","","","","","","",""
LLP_O,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.005,0.0,0.0054,0.0054,"",0.0,0.0,"","","","",0.036,"","","","","","","","","","","",""
LLP_P,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.005,0.0,0.0054,0.0054,"",0.0,0.0,"","","","",0.036,"","","","","","","","","","","",""
LLP_T,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.005,0.0,0.0054,0.0054,"",0.0,0.0,"","","","",0.036,"","","","","","","","","","","",""
LLV_C,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.005,0.0,0.0054,0.0054,"",0.0,0.0,"","","","",0.036,"","","","","","","","","","","",""
LLV_K,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.005,0.0,0.0054,0.0054,"",0.0,0.0,"","","","",0.036,"","","","","","","","","","","",""
LLV_O,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.005,0.0,0.0054,0.0054,"",0.0,0.0,"","","","",0.036,"","","","","","","","","","","",""
LLV_P,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.005,0.0,0.0054,0.0054,"",0.0,0.0,"","","","",0.036,"","","","","","","","","","","",""
LLV_T,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.005,0.0,0.0054,0.0054,"",0.0,0.0,"","","","",0.036,"","","","","","","","","","","",""
LLW_C,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.005,0.0,0.0054,0.0054,"",0.0,0.0,"","","","",0.036,"","","","","","","","","","","",""
LLW_K,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.005,0.0,0.0054,0.0054,"",0.0,0.0,"","","","",0.036,"","","","","","","","","","","",""
LLW_P,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.005,0.0,0.0054,0.0054,"",0.0,0.0,"","","","",0.036,"","","","","","","","","","","",""
LLW_T,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.005,0.0,0.0054,0.0054,"",0.0,0.0,"","","","",0.036,"","","","","","","","","","","",""
MM_CP_C,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.0,0.0,0.0,0.0,"",0.0,0.0,"","","","",0.03,"","","","","","","","","","","",""
MM_CP_P,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.0,0.0,0.0,0.0,"",0.0,0.0,"","","","",0.03,"","","","","","","","","","","",""
MM_EP_C,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.0,0.0,0.0,0.0,"",0.0,0.0,"","","","",0.03,"","","","","","","","","","","",""
MM_EP_P,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.0,0.0,0.0,0.0,"",0.0,0.0,"","","","",0.03,"","","","","","","","","","","",""
MM_KP_C,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.003,0.003,0.008,0.012,"",0.0,0.0,"","","","",0.03,"","","","","","","","","","","",""
MM_KP_P,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.003,0.003,0.008,0.012,"",0.0,0.0,"","","","",0.03,"","","","","","","","","","","",""
OVERIG_GELIJKBLIJVEND_C,1,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",0.0,1.1,1995.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OVERIG_GELIJKBLIJVEND_K,1,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",0.0,1.1,1995.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OVERIG_GELIJKBLIJVEND_P,1,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",0.0,1.1,1995.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OVERIG_GELIJKBLIJVEND_T,1,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",0.0,1.1,1995.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OVERIG_STIJGEND_C,1,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",0.0,1.1,1995.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OVERIG_STIJGEND_K,1,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",0.0,1.1,1995.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OVERIG_STIJGEND_P,1,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",0.0,1.1,1995.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OVERIG_STIJGEND_T,1,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",0.0,1.1,1995.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PENCOM_C,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.005,0.0,0.0203,0.0203,"",0.0,0.0,"","","","",0.036,"","","","","","","","","","","",""
PENCOM_K,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.005,0.0,0.0203,0.0203,"",0.0,0.0,"","","","",0.036,"","","","","","","","","","","",""
PENCOM_P,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.005,0.0,0.0203,0.0203,"",0.0,0.0,"","","","",0.036,"","","","","","","","","","","",""
PENSIOENPLUS_C,4,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",7.0,1.1,0.0,0.0,1.0,2.0,36.0,0.06,0.3,0.95,0.0,1.0
PENSIOENPLUS_K,4,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",7.0,1.1,0.0,0.0,1.0,2.0,36.0,0.06,0.3,0.95,0.0,1.0
PENSIOENPLUS_P,4,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",7.0,1.1,0.0,0.0,1.0,2.0,36.0,0.06,0.3,0.95,0.0,1.0
PENSIOENPLUS_T,4,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",7.0,1.1,0.0,0.0,1.0,2.0,36.0,0.06,0.3,0.95,0.0,1.0
SCHAKELSPAAR_C,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.02,0.0,0.0054,"",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"","","","","","","","","","","",""
SCHAKELSPAAR_K,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.02,0.0,0.0054,"",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"","","","","","","","","","","",""
SCHAKELSPAAR_P,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.02,0.0,0.0054,"",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"","","","","","","","","","","",""
SCHAKELSPAAR_T,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.02,0.0,0.0054,"",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"","","","","","","","","","","",""
SOLI_C,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.005,0.0,0.0012,0.0012,"",0.0,0.0,"","","","",0.036,"","","","","","","","","","","",""
SOLI_K,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.005,0.0,0.0012,0.0012,"",0.0,0.0,"","","","",0.036,"","","","","","","","","","","",""
SOLI_P,"",M,VALUE,M,M,VALUE,M,M,VALUE,M,VALUE,M,VALUE,0.005,0.0,0.0012,0.0012,"",0.0,0.0,"","","","",0.036,"","","","","","","","","","","",""
SPAARPLUS_C,6,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",7.0,1.1,0.0,0.0,1.0,2.0,36.0,0.06,0.3,0.95,0.0,1.0
SPAARPLUS_K,6,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",7.0,1.1,0.0,0.0,1.0,2.0,36.0,0.06,0.3,0.95,0.0,1.0
SPAARPLUS_P,6,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",7.0,1.1,0.0,0.0,1.0,2.0,36.0,0.06,0.3,0.95,0.0,1.0
SPAARPLUS_T,6,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",7.0,1.1,0.0,0.0,1.0,2.0,36.0,0.06,0.3,0.95,0.0,1.0
SSP_C,3,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",0.0,1.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SSP_K,3,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",0.0,1.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SSP_P,3,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",0.0,1.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SSP_T,3,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",0.0,1.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
STUDIEPLUS_C,6,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",7.0,1.1,0.0,0.0,1.0,2.0,36.0,0.06,0.3,0.95,0.0,1.0
STUDIEPLUS_K,6,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",7.0,1.1,0.0,0.0,1.0,2.0,36.0,0.06,0.3,0.95,0.0,1.0
STUDIEPLUS_P,6,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",7.0,1.1,0.0,0.0,1.0,2.0,36.0,0.06,0.3,0.95,0.0,1.0
STUDIEPLUS_T,6,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",7.0,1.1,0.0,0.0,1.0,2.0,36.0,0.06,0.3,0.95,0.0,1.0
TOEKOMSTPLAN_C,1,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",0.0,1.1,1995.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOEKOMSTPLAN_K,1,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",0.0,1.1,1995.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOEKOMSTPLAN_P,1,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,"","","","","","","","","",0.0,0.0,"",0.0,1.1,1995.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
