POSTID,KEYFIELD,PRODUCT,GROUP,KSTVLGNR,KSTCD,KSTTOTBD,KSTVBGJR,KSTVBGMD,CHGPERIOD
615055900,615055900,CHARGE,chg,1,1,36.00,2006,9,120.00
615056780,615056780,CHARGE,chg,1,1,116.16,2007,5,120.00
615056780,615056780,CHARGE,chg,2,1,5.40,2007,6,120.00
615056870,615056870,CHARGE,chg,1,1,19.20,2006,10,120.00
615056870,615056870,CHARGE,chg,2,1,0.84,2006,10,120.00
615056950,615056950,CHARGE,chg,1,1,34.20,2005,5,120.00
615056960,615056960,CHARGE,chg,1,1,18.72,2005,1,120.00
615057030,615057030,CHARGE,chg,1,1,0.60,2004,12,120.00
615057030,615057030,CHARGE,chg,2,1,76.20,2005,9,120.00
615057100,615057100,CHARGE,chg,1,1,12.48,2004,4,120.00
615057240,615057240,CHARGE,chg,1,1,0.72,2004,12,120.00
615057270,615057270,CHARGE,chg,1,1,39.12,2005,1,120.00
615057610,615057610,CHARGE,chg,1,1,1.92,2004,10,120.00
615057610,615057610,CHARGE,chg,2,1,2.40,2005,6,120.00
615057610,615057610,CHARGE,chg,3,1,0.12,2006,1,120.00
615057690,615057690,CHARGE,chg,1,1,90.60,2003,12,120.00
615057690,615057690,CHARGE,chg,2,1,1.44,2004,1,120.00
615057690,615057690,CHARGE,chg,3,1,1.56,2004,2,120.00
615057710,615057710,CHARGE,chg,1,1,53.76,2004,2,120.00
615057730,615057730,CHARGE,chg,1,1,2.40,2004,2,120.00
615057730,615057730,CHARGE,chg,2,1,61.20,2004,2,120.00
615057740,615057740,CHARGE,chg,1,1,78.36,2004,3,120.00
615057750,615057750,CHARGE,chg,1,1,1.32,2004,3,120.00
615057750,615057750,CHARGE,chg,2,1,90.60,2004,3,120.00
615057800,615057800,CHARGE,chg,1,1,51.48,2004,4,120.00
615057800,615057800,CHARGE,chg,2,1,2.40,2004,5,120.00
615057860,615057860,CHARGE,chg,1,1,6.60,2004,5,120.00
615057860,615057860,CHARGE,chg,2,1,70.92,2004,5,120.00
615057890,615057890,CHARGE,chg,1,1,248.64,2004,5,120.00
615057890,615057890,CHARGE,chg,2,1,0.96,2004,10,120.00
615057900,615057900,CHARGE,chg,1,1,8.52,2004,6,120.00
615057900,615057900,CHARGE,chg,2,1,78.36,2004,6,120.00
615057930,615057930,CHARGE,chg,1,1,58.80,2004,7,120.00
615057930,615057930,CHARGE,chg,2,1,2.40,2004,7,120.00
615058000,615058000,CHARGE,chg,1,1,60.00,2005,2,120.00
615058010,615058010,CHARGE,chg,1,1,63.72,2005,3,120.00
615058010,615058010,CHARGE,chg,2,1,0.96,2006,9,120.00
615058010,615058010,CHARGE,chg,3,1,2.40,2007,5,120.00
615058010,615058010,CHARGE,chg,4,1,2.40,2008,12,120.00
615058030,615058030,CHARGE,chg,1,1,59.52,2005,4,120.00
615058030,615058030,CHARGE,chg,2,1,10.92,2005,4,120.00
615058030,615058030,CHARGE,chg,3,1,15.96,2006,2,120.00
615058050,615058050,CHARGE,chg,1,1,63.72,2005,6,120.00
615058050,615058050,CHARGE,chg,2,1,1.44,2005,6,120.00
615127750,615127750,CHARGE,chg,1,1,0.24,2003,12,120.00
615127750,615127750,CHARGE,chg,2,1,0.24,2004,1,120.00
615127750,615127750,CHARGE,chg,3,1,0.24,2004,2,120.00
615127750,615127750,CHARGE,chg,4,1,30.12,2004,4,120.00
615128000,615128000,CHARGE,chg,1,1,4.80,2004,2,120.00
